Date,Close
2019-10-01,0.0023880000226199627
2019-10-02,0.0023509999737143517
2019-10-03,0.0023250000085681677
2019-10-04,0.002360000042244792
2019-10-05,0.0023219999857246876
2019-10-06,0.002345999935641885
2019-10-07,0.0023900000378489494
2019-10-08,0.002345999935641885
2019-10-09,0.0023880000226199627
2019-10-10,0.0023320000618696213
2019-10-11,0.0023449999280273914
2019-10-12,0.0023399998899549246
2019-10-13,0.0024470000062137842
2019-10-14,0.0025450000539422035
2019-10-15,0.0025100000202655792
2019-10-16,0.002607000060379505
2019-10-17,0.0027550000231713057
2019-10-18,0.002706000115722418
2019-10-19,0.002742999931797385
2019-10-20,0.002730000065639615
2019-10-21,0.002773999935016036
2019-10-22,0.0025649999734014273
2019-10-23,0.0024949999060481787
2019-10-24,0.00253800000064075
2019-10-25,0.0026839999482035637
2019-10-26,0.002621999941766262
2019-10-27,0.0026539999525994062
2019-10-28,0.0026459998916834593
2019-10-29,0.0026549999602138996
2019-10-30,0.002615999896079302
2019-10-31,0.0026149998884648085
2019-11-01,0.002630000002682209
2019-11-02,0.002626999979838729
2019-11-03,0.0026370000559836626
2019-11-04,0.0026140001136809587
2019-11-05,0.002623999956995249
2019-11-06,0.0026279999874532223
2019-11-07,0.002725000027567148
2019-11-08,0.002652999944984913
2019-11-09,0.0027129999361932278
2019-11-10,0.0027749999426305294
2019-11-11,0.0027149999514222145
2019-11-12,0.002725000027567148
2019-11-13,0.002698000054806471
2019-11-14,0.00267999991774559
2019-11-15,0.0026569999754428864
2019-11-16,0.002669000066816807
2019-11-17,0.002647999906912446
2019-11-18,0.0025760000571608543
2019-11-19,0.0025480000767856836
2019-11-20,0.002555999904870987
2019-11-21,0.002426000079140067
2019-11-22,0.0023620000574737787
2019-11-23,0.0025049999821931124
2019-11-24,0.002365000080317259
2019-11-25,0.00228599994443357
2019-11-26,0.0022909999825060368
2019-11-27,0.002339000115171075
2019-11-28,0.0023129999171942472
2019-11-29,0.0024560000747442245
2019-11-30,0.002319999970495701
2019-12-01,0.00229199999012053
2019-12-02,0.0022350000217556953
2019-12-03,0.0022169998846948147
2019-12-04,0.002208000048995018
2019-12-05,0.002222999930381775
2019-12-06,0.002225999953225255
2019-12-07,0.0022299999836832285
2019-12-08,0.0022380000445991755
2019-12-09,0.002208000048995018
2019-12-10,0.0022040000185370445
2019-12-11,0.002185000106692314
2019-12-12,0.0021879998967051506
2019-12-13,0.0021750000305473804
2019-12-14,0.0021699999924749136
2019-12-15,0.0021540001034736633
2019-12-16,0.0021210000850260258
2019-12-17,0.0020179999992251396
2019-12-18,0.0021830000914633274
2019-12-19,0.0021230001002550125
2019-12-20,0.0020749999675899744
2019-12-21,0.0020840000361204147
2019-12-22,0.0021150000393390656
2019-12-23,0.0020729999523609877
2019-12-24,0.0020729999523609877
2019-12-25,0.002088000066578388
2019-12-26,0.0020580000709742308
2019-12-27,0.002053000032901764
2019-12-28,0.0020639998838305473
2019-12-29,0.002067999914288521
2019-12-30,0.0020540000405162573
2019-12-31,0.0020280000753700733
2020-01-01,0.00203300011344254
2020-01-02,0.0020089999306946993
2020-01-03,0.002145000034943223
2020-01-04,0.0022410000674426556
2020-01-05,0.0024190000258386135
2020-01-06,0.0024629998952150345
2020-01-07,0.002432999899610877
2020-01-08,0.0022929999977350235
2020-01-09,0.0022559999488294125
2020-01-10,0.0023560000117868185
2020-01-11,0.0023139999248087406
2020-01-12,0.002380999969318509
2020-01-13,0.0023580000270158052
2020-01-14,0.002469999948516488
2020-01-15,0.0023690001107752323
2020-01-16,0.0023449999280273914
2020-01-17,0.0024900001008063555
2020-01-18,0.002506999997422099
2020-01-19,0.0024049999192357063
2020-01-20,0.0023739999160170555
2020-01-21,0.0023759999312460423
2020-01-22,0.002322999993339181
2020-01-23,0.002268000040203333
2020-01-24,0.00227600010111928
2020-01-25,0.002256999956443906
2020-01-26,0.002305000089108944
2020-01-27,0.002368000103160739
2020-01-28,0.0024500000290572643
2020-01-29,0.0023900000378489494
2020-01-30,0.0024399999529123306
2020-01-31,0.002394000068306923
2020-02-01,0.0024220000486820936
2020-02-02,0.0024679999332875013
2020-02-03,0.0024399999529123306
2020-02-04,0.0025029999669641256
2020-02-05,0.0025820001028478146
2020-02-06,0.002652999944984913
2020-02-07,0.002768999896943569
2020-02-08,0.0031590000726282597
2020-02-09,0.0032319999299943447
2020-02-10,0.002985999919474125
2020-02-11,0.0030410001054406166
2020-02-12,0.0030930000357329845
2020-02-13,0.003025999991223216
2020-02-14,0.0031300000846385956
2020-02-15,0.0029200001154094934
2020-02-16,0.002773999935016036
2020-02-17,0.0027119999285787344
2020-02-18,0.0028389999642968178
2020-02-19,0.002623999956995249
2020-02-20,0.002658999990671873
2020-02-21,0.002647999906912446
2020-02-22,0.002601000014692545
2020-02-23,0.00267999991774559
2020-02-24,0.002589999930933118
2020-02-25,0.0024759999942034483
2020-02-26,0.002339000115171075
2020-02-27,0.0023240000009536743
2020-02-28,0.00228899996727705
2020-02-29,0.0022350000217556953
2020-03-01,0.0022750000935047865
2020-03-02,0.002348999958485365
2020-03-03,0.002498999936506152
2020-03-04,0.0023980000987648964
2020-03-05,0.0025059999898076057
2020-03-06,0.002495999913662672
2020-03-07,0.0024049999192357063
2020-03-08,0.0021869998890906572
2020-03-09,0.0022140000946819782
2020-03-10,0.0022070000413805246
2020-03-11,0.0021840000990778208
2020-03-12,0.0015369999455288053
2020-03-13,0.0017379999626427889
2020-03-14,0.0016659999964758754
2020-03-15,0.0016850000247359276
2020-03-16,0.0015869999770075083
2020-03-17,0.0015869999770075083
2020-03-18,0.0015660000499337912
2020-03-19,0.0017729999963194132
2020-03-20,0.0017729999963194132
2020-03-21,0.0017849999712780118
2020-03-22,0.0017310000257566571
2020-03-23,0.0018050000071525574
2020-03-24,0.001851000008173287
2020-03-25,0.0018339999951422215
2020-03-26,0.0018420000560581684
2020-03-27,0.0018070000223815441
2020-03-28,0.00177800003439188
2020-03-29,0.0017229999648407102
2020-03-30,0.0018309999722987413
2020-03-31,0.0018110000528395176
2020-04-01,0.001867000013589859
2020-04-02,0.0018820000113919377
2020-04-03,0.0018530000234022737
2020-04-04,0.001879999996162951
2020-04-05,0.0018649999983608723
2020-04-06,0.001979999942705035
2020-04-07,0.0019970000721514225
2020-04-08,0.0020119999535381794
2020-04-09,0.0020210000220686197
2020-04-10,0.0019680000841617584
2020-04-11,0.001990000018849969
2020-04-12,0.001990000018849969
2020-04-13,0.001959000015631318
2020-04-14,0.001964000053703785
2020-04-15,0.0019399999873712659
2020-04-16,0.0020280000753700733
2020-04-18,0.002061000093817711
2020-04-19,0.0020580000709742308
2020-04-20,0.001981999957934022
2020-04-21,0.0019710001070052385
2020-04-22,0.002010999945923686
2020-04-23,0.0020469999872148037
2020-04-24,0.002102999947965145
2020-04-25,0.002142000012099743
2020-04-26,0.00240899994969368
2020-04-27,0.002355000004172325
2020-04-28,0.002339000115171075
2020-04-29,0.002517000073567033
2020-04-30,0.0024429999757558107
2020-05-01,0.0024939998984336853
2020-05-02,0.002549000084400177
2020-05-03,0.0025100000202655792
2020-05-04,0.002481000032275915
2020-05-05,0.0024840000551193953
2020-05-06,0.0025289999321103096
2020-05-07,0.00266400002874434
2020-05-08,0.002624999964609742
