Date,BTC-USD,DOGE-USD,ETH-USD
2015-09-28,1.0,1.0,1.0
2015-09-29,0.989734125128171,0.9758064430952629,1.13426297273275
2015-09-30,0.9871122565068168,0.9919355397088326,1.2672186816023063
2015-10-01,0.9933386760555651,0.9838709620635085,1.1841338006651667
2015-10-02,0.9922681961485184,0.9919355397088326,1.1641625432908445
2015-10-03,0.9982771634994235,0.9758064430952629,1.1789114942279555
2015-10-04,0.9963076514715988,0.951612944867604,1.1466719581675564
2015-10-05,1.0051893741932478,0.9435484258993583,1.0785007655019774
2015-10-06,1.0289409861023289,0.9758064430952629,1.1162474982626398
2015-10-07,1.01600302697543,0.9758064430952629,1.045466890761252
2015-10-08,1.0132222804278346,0.9596774051587714,1.0666168739296165
2015-10-09,1.0200257650227373,0.9596774051587714,1.116218252528529
2015-10-10,1.0242491741857187,0.9596774051587714,1.07715239399853
2015-10-11,1.0330682390264165,0.9677419241270171,1.0893433657790552
2015-10-12,1.0257838456242532,0.9596774051587714,1.0740179875580875
2015-10-13,1.0433466199518773,0.9758064430952629,1.0424937448896658
2015-10-14,1.0537212209226277,0.9677419241270171,0.8972046191080583
2015-10-15,1.0634686050199045,0.9677419241270171,0.9639587230208103
2015-10-16,1.0992171593264852,0.9758064430952629,0.9204115181562835
2015-10-17,1.1317126083352846,0.9758064430952629,0.9387392879829483
2015-10-18,1.0940905706269808,0.9596774051587714,0.8882251561579041
2015-10-19,1.1015924162269874,0.9596774051587714,0.8389530988411735
2015-10-20,1.1267908381671996,0.951612944867604,0.7459932321689986
2015-10-21,1.1134472617804154,0.9435484258993583,0.7674382802526668
2015-10-22,1.145858996797557,0.951612944867604,0.9739503337899486
2015-10-23,1.1562000994103652,0.9274193879628668,0.925836295060416
2015-10-24,1.1777688307031273,0.919354868994621,0.96689577188491
2015-10-25,1.1862407887491457,0.9354839069311125,1.056877328666014
2015-10-26,1.1930149862082475,0.9354839069311125,1.2546484355986438
2015-10-27,1.2285085701560896,0.951612944867604,1.4919573208616979
2015-10-28,1.2737955426127825,1.0161290379364913,1.7198561355300492
2015-10-29,1.3124211273186446,1.137096763783099,2.070147631647729
2015-10-30,1.3716328248176253,1.2177419534655562,1.786318395648562
2015-10-31,1.3137215016707704,1.1048386879101162,1.5725665401805708
2015-11-01,1.3608274668669336,1.137096763783099,1.8111089614246723
2015-11-02,1.510353672472836,1.1854838775925733,1.6980834022891842
2015-11-03,1.6869349385321084,1.2580644896297066,1.7385218674239744
2015-11-04,1.7209983659181964,1.201612915529065,1.5424114273513467
2015-11-05,1.615584074178764,1.1774194173014059,1.5365560428026657
