Date,ADA-USD,BTC-USD,DOGE-USD,ETH-USD
2017-10-02,0.037842621895327166,0.0012662095917033156,0.0009220910026082052,-0.016212099481447417
2017-10-03,-0.21975576177496547,-0.021048548498461273,0.02097665439926022,-0.0169920020065355
2017-10-04,0.05217923313909756,-0.02062124514520569,-0.07884011383134304,0.0006664495484693944
2017-10-05,-0.020359989606097084,0.023149656085278636,-0.022716968702588325,0.010891875722731648
2017-10-06,-0.14766453630590837,0.009748054894298974,0.0534886377045094,0.04211056340098995
2017-10-07,0.12183234284243083,0.012748976770245335,0.009425102609214697,0.008184428759298257
2017-10-08,-0.022406644875932358,0.040634632028616835,-0.009425102609214697,-0.00811965512754309
2017-10-09,0.07690852727435793,0.034437730607516315,-0.06352895897063338,-0.03702074053694471
2017-10-10,-0.02671707163371062,0.002087127436135816,0.04440788304669496,0.008297903004323537
2017-10-11,0.04491001720227983,0.00926059259103873,0.009606294856682851,0.011887572659687429
2017-10-12,0.15333835533090534,0.12093108463263746,0.015180561578541862,0.0022383210512577634
2017-10-13,0.2480033780566826,0.036113106875085066,0.003759322097928397,0.10780807747967014
2017-10-14,-0.03558296487651402,0.032162381556304354,0.040446677971130995,0.002567871348932549
2017-10-15,-0.0773331964836994,-0.026691482867168048,-0.0036100346556091623,-0.008970442816916169
2017-10-16,-0.0373282737353815,0.008313063950488697,0.051112423783005845,-0.009585444027766954
2017-10-17,-0.061659302040843134,-0.021195572848553113,-0.08701141335805307,-0.05013456900321689
2017-10-18,-0.01951534065818139,-0.002647296986753034,-0.018921963942901243,-0.008752023264636755
2017-10-19,0.012694851456378942,0.02085709532306268,0.01610636100880214,-0.020022896893252096
2017-10-20,0.12495860331400088,0.05170621739978287,-0.013245217996987968,-0.013338020253113925
2017-10-21,-0.07432398728948808,0.003346315203620165,-0.04181453028451809,-0.012641824568223825
2017-10-22,-0.025177102182302846,-0.003850525893446033,0.01576387877040286,-0.015919525051547367
2017-10-23,-0.08560594190123849,-0.013083660993739699,-0.006866075761945645,-0.02917810068963078
2017-10-24,0.06608671973290292,-0.07049808413802694,0.07213752145099406,0.03888553507734116
2017-10-25,0.012207761513414628,0.0397588809285736,-0.033522729593535416,-0.0013518261689684508
2017-10-26,-0.014453496999957238,0.026431731700242267,-0.004746129577091196,-0.0047034321469023865
2017-10-27,-0.028031940457917237,-0.021211310291384677,0.0009510296857904166,0.003017078053724198
2017-10-28,-0.01975256687054694,-0.004822288401198804,-0.01436118325401381,-0.0037896632615863624
2017-10-29,0.10072206714197929,0.06734084346998692,0.12323263228904668,0.02923458254572875
2017-10-30,-0.0008393140239268959,-0.003796746882876789,-0.01893338371242681,0.008690736261558918
2017-10-31,0.06284685934612844,0.053647596425813404,-0.0237374569148443,-0.006101445724572052
2017-11-01,-0.2807736242399761,0.04517490778615674,0.012378678521703712,-0.047484283310031294
2017-11-02,-0.0758965988186091,0.04495834544204236,0.01135877839314059,-0.014729485318681235
2017-11-03,0.0601993240560752,0.01809617004484565,-0.026409980957997625,0.06166438334507607
2017-11-04,-0.027146143009770807,0.02360869908970642,0.05889141763245931,-0.017295638692354842
2017-11-05,-0.06505329582774033,0.0037139816504208056,-0.005904645462209146,-0.014096992764089933
2017-11-06,0.05863000521764539,-0.05332460184821919,-0.023973733145880693,0.008834723418459589
2017-11-07,0.014248403233261264,0.017169747457019824,0.01973461022371925,-0.014263554477928153
2017-11-08,0.1264212527785573,0.043187833291547406,0.03752002712923286,0.04774906822473124
2017-11-09,0.2411025208065145,-0.04329978834888415,0.14664064031842283,0.0375118833160899
2017-11-10,-0.16715624974354437,-0.07639967782768053,-0.19612661376971197,-0.06979035702377256
2017-11-11,0.01165788180100602,-0.040163421356785634,0.032151619470065285,0.05027008806279021
2017-11-12,-0.1347974043788418,-0.06624800835288802,-0.14585872716408588,-0.021758423551602846
2017-11-13,0.07358943689361741,0.09750993711052125,0.15415071187111185,0.02820448109814322
2017-11-14,0.016219306813267664,0.011558806559355261,-0.022547904644596883,0.0639481345244306
2017-11-15,0.008163293319157106,0.09752915968167031,0.12302445028115372,-0.01273964690106677
2017-11-16,0.04202380339655143,0.07327191344658601,0.03738070989376485,-0.0073251959822817625
2017-11-17,-0.06776345780757342,-0.020885560755640853,-0.05698915545778771,0.0044322740367110924
2017-11-18,0.02286164097648502,0.010472891923132721,0.044683525524131795,0.044765864094324925
2017-11-19,0.06301096732430933,0.03113234725023517,0.0021826293626983073,0.01929976215532836
2017-11-20,0.0519321955933969,0.020219707267559173,0.012996587635941914,0.034239236447388244
2017-11-21,-0.04321091714869851,-0.0159025822498986,-0.003593275922372463,-0.017408609298207978
2017-11-22,0.007700612978234211,0.022333812274014875,0.2718994596012365,0.05466828993951456
2017-11-23,-0.03947438710395712,-0.026367298316563037,0.036622259433014115,0.07467632642318556
2017-11-24,0.0336075828250757,0.026384336294809074,0.00894979035141752,0.14656552117983068
2017-11-25,0.07023236139121503,0.06305893658721473,0.08245873700097395,-0.01834970510458156
2017-11-26,0.17671140885496772,0.059574580089581275,-0.022450862219351997,0.010780721565864404
2017-11-27,0.3311143279990425,0.050959102209494844,-0.01893432545533269,0.018966979610970824
2017-11-28,0.8615429292622583,0.02419480982177369,0.17280291569373052,-0.015637240848136003
2017-11-29,-0.28868474638805885,-0.01706422854203815,-0.12756412931397776,-0.10088008381779101
2017-11-30,0.28984486645029817,0.03429276074330723,-0.0004808884986164941,0.04480551414950806
2017-12-01,0.09136452450740906,0.06999820553385128,0.03265019561224225,0.04253015360279022
2017-12-02,0.007576656414284955,0.008979571044841705,0.0004654445445089195,-0.006647422183877261
2017-12-03,-0.0041187279569725455,0.022199572962955827,0.03385495557112961,0.005173769251858751
2017-12-04,0.030359780445727846,0.02907029602992317,0.10252247292994898,0.009296537472298638
2017-12-05,-0.06367624803672589,0.022016762442421012,0.006475183334820223,-0.014832870291597189
2017-12-06,-0.07870296409727606,0.18172416088180832,0.07159805483680959,-0.07783767994929658
2017-12-07,-0.11059883021250583,0.2251189543413279,0.02117856167925858,0.013488046354766858
2017-12-08,0.09024699076958775,-0.0772262649438904,0.02145926463083203,0.04857664201837597
2017-12-09,0.03526061920735035,-0.08769744361032217,-0.060062554328711215,0.03759536387875784
2017-12-10,-0.08119643902683737,0.018098281385682924,-0.02711236359254965,-0.06947768654136777
