date,location,people_fully_vaccinated
2021-07-06,Estonia,422018.0
2021-07-07,Estonia,426113.0
2021-07-08,Estonia,431565.0
2021-07-09,Estonia,435319.0
2021-07-10,Estonia,437038.0
2021-07-11,Estonia,440215.0
2021-07-12,Estonia,442835.0
2021-07-13,Estonia,447027.0
2021-07-14,Estonia,451901.0
2021-07-15,Estonia,456421.0
2021-07-16,Estonia,459416.0
2021-07-17,Estonia,460021.0
2021-07-18,Estonia,461310.0
2021-07-19,Estonia,464043.0
2021-07-20,Estonia,468896.0
2021-07-21,Estonia,472738.0
2021-07-22,Estonia,476698.0
2021-07-23,Estonia,479943.0
2021-07-24,Estonia,480937.0
2021-07-25,Estonia,481889.0
2021-07-26,Estonia,484254.0
2021-07-27,Estonia,487732.0
2021-07-28,Estonia,490184.0
2021-07-29,Estonia,492001.0
2021-07-30,Estonia,493921.0
2021-07-31,Estonia,494829.0
2021-08-01,Estonia,495639.0
2021-08-02,Estonia,497715.0
2021-08-03,Estonia,499674.0
2021-08-04,Estonia,501114.0
2021-08-05,Estonia,502566.0
2021-08-06,Estonia,504349.0
2021-08-07,Estonia,505264.0
2021-08-08,Estonia,505612.0
2021-08-09,Estonia,507231.0
2021-08-10,Estonia,509164.0
2021-08-11,Estonia,510950.0
2021-08-12,Estonia,512877.0
2021-08-13,Estonia,514835.0
2021-08-14,Estonia,516602.0
2021-08-15,Estonia,517403.0
2021-08-16,Estonia,519570.0
2021-08-17,Estonia,521578.0
2021-08-18,Estonia,523604.0
2021-08-19,Estonia,526115.0
2021-08-20,Estonia,526696.0
2021-08-21,Estonia,527648.0
2021-08-22,Estonia,527867.0
2021-08-23,Estonia,529604.0
2021-08-24,Estonia,531474.0
2021-08-25,Estonia,533435.0
2021-08-26,Estonia,535087.0
2021-08-27,Estonia,537019.0
2021-08-28,Estonia,538417.0
2021-08-29,Estonia,540298.0
2021-08-30,Estonia,542351.0
2021-08-31,Estonia,545601.0
2021-09-01,Estonia,546943.0
2021-09-02,Estonia,548804.0
2021-09-03,Estonia,550627.0
2021-09-04,Estonia,552670.0
2021-09-05,Estonia,554556.0
2021-09-06,Estonia,556963.0
2021-09-07,Estonia,559230.0
2021-09-08,Estonia,561458.0
2021-09-09,Estonia,563763.0
2021-09-10,Estonia,566215.0
2021-09-11,Estonia,568079.0
2021-09-12,Estonia,569763.0
2021-09-13,Estonia,572533.0
2021-09-14,Estonia,575507.0
2021-09-15,Estonia,578332.0
2021-09-16,Estonia,580933.0
2021-09-17,Estonia,583549.0
2021-09-18,Estonia,585522.0
2021-09-19,Estonia,586572.0
2021-09-20,Estonia,588864.0
2021-09-21,Estonia,592004.0
2021-09-22,Estonia,594989.0
2021-09-23,Estonia,597660.0
2021-09-24,Estonia,600662.0
2021-09-25,Estonia,603113.0
2021-09-26,Estonia,604587.0
2020-12-31,Finland,604587.0
2021-01-01,Finland,604587.0
2021-01-02,Finland,604587.0
2021-01-03,Finland,604587.0
2021-01-04,Finland,604587.0
2021-01-05,Finland,604587.0
2021-01-06,Finland,604587.0
2021-01-07,Finland,604587.0
2021-01-08,Finland,604587.0
2021-01-09,Finland,604587.0
2021-01-10,Finland,604587.0
2021-01-11,Finland,604587.0
2021-01-12,Finland,604587.0
2021-01-13,Finland,604587.0
2021-01-14,Finland,604587.0
2021-01-15,Finland,604587.0
2021-01-16,Finland,604587.0
2021-01-17,Finland,604587.0
2021-01-18,Finland,604587.0
2021-01-19,Finland,604587.0
2021-01-20,Finland,604587.0
2021-01-21,Finland,604587.0
2021-01-22,Finland,604587.0
2021-01-23,Finland,604587.0
2021-01-24,Finland,604587.0
2021-01-25,Finland,4553.0
2021-01-26,Finland,6960.0
2021-01-27,Finland,9355.0
2021-01-28,Finland,10540.0
2021-01-29,Finland,14239.0
2021-01-30,Finland,17757.0
2021-01-31,Finland,17757.0
2021-02-01,Finland,18203.0
2021-02-02,Finland,18203.0
2021-02-03,Finland,23421.0
2021-02-04,Finland,34293.0
2021-02-05,Finland,42667.0
2021-02-06,Finland,48650.0
2021-02-07,Finland,49781.0
2021-02-08,Finland,49995.0
2021-02-09,Finland,53869.0
2021-02-10,Finland,55770.0
2021-02-11,Finland,60152.0
2021-02-12,Finland,63802.0
2021-02-13,Finland,66832.0
2021-02-14,Finland,66959.0
2021-02-15,Finland,66992.0
2021-02-16,Finland,67463.0
2021-02-17,Finland,68631.0
2021-02-18,Finland,70127.0
2021-02-19,Finland,71486.0
2021-02-20,Finland,72859.0
2021-02-21,Finland,72859.0
2021-02-22,Finland,72859.0
2021-02-23,Finland,72859.0
2021-02-24,Finland,75099.0
2021-02-25,Finland,77302.0
2021-02-26,Finland,79724.0
2021-02-27,Finland,80927.0
2021-02-28,Finland,81125.0
2021-03-01,Finland,82062.0
2021-03-02,Finland,82062.0
2021-03-03,Finland,83183.0
2021-03-04,Finland,83642.0
2021-03-05,Finland,84222.0
2021-03-06,Finland,84809.0
2021-03-07,Finland,84809.0
2021-03-08,Finland,84810.0
2021-03-09,Finland,85014.0
2021-03-10,Finland,85258.0
2021-03-11,Finland,85421.0
2021-03-12,Finland,85826.0
2021-03-13,Finland,86280.0
2021-03-14,Finland,86307.0
2021-03-15,Finland,86311.0
2021-03-16,Finland,86538.0
2021-03-17,Finland,86805.0
2021-03-18,Finland,87133.0
2021-03-19,Finland,87333.0
2021-03-20,Finland,87515.0
2021-03-21,Finland,87533.0
2021-03-22,Finland,87536.0
2021-03-23,Finland,87600.0
2021-03-24,Finland,87674.0
2021-03-25,Finland,87803.0
2021-03-26,Finland,88234.0
2021-03-27,Finland,88521.0
2021-03-28,Finland,88521.0
2021-03-29,Finland,88547.0
2021-03-30,Finland,88715.0
2021-03-31,Finland,88954.0
2021-04-01,Finland,89364.0
2021-04-02,Finland,89687.0
2021-04-03,Finland,89709.0
2021-04-04,Finland,89714.0
2021-04-05,Finland,89717.0
2021-04-06,Finland,89722.0
2021-04-07,Finland,90340.0
2021-04-08,Finland,91805.0
2021-04-09,Finland,93459.0
2021-04-10,Finland,94383.0
2021-04-11,Finland,95215.0
2021-04-12,Finland,95246.0
2021-04-13,Finland,102879.0
2021-04-14,Finland,102879.0
2021-04-15,Finland,109909.0
2021-04-16,Finland,116412.0
2021-04-17,Finland,116412.0
2021-04-18,Finland,121923.0
2021-04-19,Finland,122730.0
2021-04-20,Finland,124852.0
2021-04-21,Finland,140223.0
2021-04-22,Finland,140223.0
2021-04-23,Finland,147915.0
2021-04-24,Finland,147915.0
2021-04-25,Finland,153460.0
2021-04-26,Finland,153460.0
2021-04-27,Finland,154782.0
2021-04-28,Finland,159356.0
2021-04-29,Finland,159356.0
2021-04-30,Finland,166233.0
2021-05-01,Finland,168614.0
2021-05-02,Finland,168636.0
2021-05-03,Finland,168689.0
2021-05-04,Finland,171330.0
2021-05-05,Finland,185821.0
2021-05-06,Finland,185821.0
2021-05-07,Finland,205155.0
2021-05-08,Finland,210627.0
2021-05-09,Finland,210627.0
2021-05-10,Finland,211038.0
2021-05-11,Finland,238730.0
2021-05-12,Finland,238730.0
2021-05-13,Finland,246813.0
2021-05-14,Finland,277930.0
2021-05-15,Finland,282140.0
2021-05-16,Finland,282140.0
2021-05-17,Finland,291296.0
2021-05-18,Finland,291296.0
2021-05-19,Finland,307106.0
2021-05-20,Finland,331686.0
2021-05-21,Finland,368178.0
2021-05-22,Finland,376301.0
2021-05-23,Finland,376973.0
2021-05-24,Finland,376973.0
2021-05-25,Finland,411276.0
2021-05-26,Finland,435057.0
2021-05-27,Finland,435057.0
2021-05-28,Finland,479311.0
2021-05-29,Finland,485672.0
2021-05-30,Finland,485672.0
2021-05-31,Finland,486433.0
2021-06-01,Finland,500403.0
2021-06-02,Finland,524417.0
2021-06-03,Finland,574902.0
2021-06-04,Finland,601583.0
2021-06-05,Finland,601583.0
2021-06-06,Finland,608086.0
2021-06-07,Finland,610085.0
2021-06-08,Finland,626501.0
2021-06-09,Finland,640334.0
2021-06-10,Finland,660971.0
2021-06-11,Finland,676825.0
2021-06-12,Finland,705417.0
2021-06-13,Finland,725402.0
2021-06-14,Finland,728613.0
2021-06-15,Finland,729128.0
2021-06-16,Finland,747607.0
2021-06-17,Finland,769359.0
2021-06-18,Finland,829945.0
2021-06-19,Finland,847626.0
2021-06-20,Finland,851422.0
2021-06-21,Finland,859240.0
2021-06-22,Finland,859240.0
2021-06-23,Finland,883499.0
2021-06-24,Finland,883499.0
2021-06-25,Finland,980763.0
2021-06-26,Finland,980777.0
2021-06-27,Finland,980777.0
2021-06-28,Finland,986115.0
2021-06-29,Finland,986115.0
2021-06-30,Finland,1032348.0
2021-07-01,Finland,1032348.0
2021-07-02,Finland,1113106.0
2021-07-03,Finland,1143183.0
2021-07-04,Finland,1153285.0
2021-07-05,Finland,1153285.0
2021-07-06,Finland,1162583.0
2021-07-07,Finland,1193393.0
2021-07-08,Finland,1223125.0
2021-07-09,Finland,1275328.0
2021-07-10,Finland,1308142.0
2021-07-11,Finland,1347533.0
2021-07-12,Finland,1359101.0
2021-07-13,Finland,1394198.0
2021-07-14,Finland,1431082.0
2021-07-15,Finland,1471360.0
2021-07-16,Finland,1471360.0
2021-07-17,Finland,1512165.0
2021-07-18,Finland,1536044.0
2021-07-19,Finland,1550881.0
2021-07-20,Finland,1580877.0
2021-07-21,Finland,1614269.0
2021-07-22,Finland,1672892.0
2021-07-23,Finland,1672892.0
2021-07-24,Finland,1719115.0
2021-07-25,Finland,1749117.0
2021-07-26,Finland,1751411.0
2021-07-27,Finland,1761983.0
2021-07-28,Finland,1793946.0
2021-07-29,Finland,1834111.0
2021-07-30,Finland,1927393.0
2021-07-31,Finland,1927393.0
2021-08-01,Finland,1956843.0
2021-08-02,Finland,1962106.0
2021-08-03,Finland,2008653.0
2021-08-04,Finland,2008653.0
2021-08-05,Finland,2040899.0
2021-08-06,Finland,2095909.0
2021-08-07,Finland,2128061.0
2021-08-08,Finland,2153861.0
2021-08-09,Finland,2158958.0
2021-08-10,Finland,2196653.0
2021-08-11,Finland,2251795.0
2021-08-12,Finland,2251795.0
2021-08-13,Finland,2297872.0
2021-08-14,Finland,2340299.0
2021-08-15,Finland,2369404.0
2021-08-16,Finland,2377242.0
2021-08-17,Finland,2387605.0
2021-08-18,Finland,2423533.0
2021-08-19,Finland,2461440.0
2021-08-20,Finland,2500553.0
2021-08-21,Finland,2538731.0
2021-08-22,Finland,2569594.0
2021-08-23,Finland,2579654.0
2021-08-24,Finland,2590952.0
2021-08-25,Finland,2624699.0
2021-08-26,Finland,2662302.0
2021-08-27,Finland,2739409.0
2021-08-28,Finland,2763462.0
2021-08-29,Finland,2771437.0
2021-08-30,Finland,2771437.0
2021-08-31,Finland,2804622.0
2021-09-01,Finland,2835244.0
2021-09-02,Finland,2891153.0
2021-09-03,Finland,2891153.0
2021-09-04,Finland,2928505.0
2021-09-05,Finland,2955642.0
2021-09-06,Finland,2976496.0
2021-09-07,Finland,2976496.0
2021-09-08,Finland,3039996.0
2021-09-09,Finland,3039996.0
2021-09-10,Finland,3082388.0
2021-09-11,Finland,3110128.0
2021-09-12,Finland,3146763.0
2021-09-13,Finland,3146763.0
2021-09-14,Finland,3153281.0
2021-09-15,Finland,3204758.0
2021-09-16,Finland,3204758.0
2021-09-17,Finland,3238086.0
2021-09-18,Finland,3259258.0
2021-09-19,Finland,3270303.0
2021-09-20,Finland,3271763.0
2021-09-21,Finland,3301156.0
2021-09-22,Finland,3301156.0
2021-09-23,Finland,3351314.0
2021-09-24,Finland,3351314.0
2021-09-25,Finland,3369044.0
2021-09-26,Finland,3397201.0
2020-12-27,France,3397201.0
2020-12-28,France,3397201.0
2020-12-29,France,3397201.0
2020-12-30,France,3397201.0
2020-12-31,France,3397201.0
2021-01-01,France,3397201.0
2021-01-02,France,3397201.0
2021-01-03,France,3397201.0
2021-01-04,France,3397201.0
2021-01-05,France,3397201.0
2021-01-06,France,3397201.0
2021-01-07,France,3397201.0
2021-01-08,France,3397201.0
2021-01-09,France,3397201.0
2021-01-10,France,3397201.0
2021-01-11,France,3397201.0
2021-01-12,France,3397201.0
2021-01-13,France,3397201.0
2021-01-14,France,3397201.0
2021-01-15,France,3397201.0
2021-01-16,France,86.0
2021-01-17,France,128.0
2021-01-18,France,288.0
2021-01-19,France,413.0
2021-01-20,France,567.0
2021-01-21,France,697.0
2021-01-22,France,857.0
2021-01-23,France,907.0
2021-01-24,France,934.0
2021-01-25,France,2148.0
2021-01-26,France,5255.0
2021-01-27,France,10842.0
2021-01-28,France,25190.0
2021-01-29,France,42460.0
2021-01-30,France,46680.0
2021-01-31,France,48358.0
2021-02-01,France,69473.0
2021-02-02,France,104011.0
2021-02-03,France,140950.0
2021-02-04,France,190970.0
2021-02-05,France,236272.0
2021-02-06,France,246659.0
2021-02-07,France,251695.0
2021-02-08,France,297642.0
2021-02-09,France,370004.0
2021-02-10,France,446683.0
2021-02-11,France,545758.0
2021-02-12,France,619940.0
2021-02-13,France,639417.0
2021-02-14,France,646604.0
2021-02-15,France,723050.0
2021-02-16,France,823706.0
2021-02-17,France,926639.0
2021-02-18,France,1045090.0
2021-02-19,France,1135790.0
2021-02-20,France,1164193.0
2021-02-21,France,1170563.0
2021-02-22,France,1243663.0
2021-02-23,France,1327675.0
2021-02-24,France,1408746.0
2021-02-25,France,1500094.0
2021-02-26,France,1571065.0
2021-02-27,France,1593037.0
2021-02-28,France,1597450.0
2021-03-01,France,1650207.0
2021-03-02,France,1716414.0
2021-03-03,France,1781932.0
2021-03-04,France,1850783.0
2021-03-05,France,1914110.0
2021-03-06,France,1931922.0
2021-03-07,France,1937387.0
2021-03-08,France,1988168.0
2021-03-09,France,2044922.0
2021-03-10,France,2102109.0
2021-03-11,France,2165186.0
2021-03-12,France,2218687.0
2021-03-13,France,2233983.0
2021-03-14,France,2237413.0
2021-03-15,France,2270032.0
2021-03-16,France,2309543.0
2021-03-17,France,2348311.0
2021-03-18,France,2392903.0
2021-03-19,France,2430355.0
2021-03-20,France,2442130.0
2021-03-21,France,2444756.0
2021-03-22,France,2479029.0
2021-03-23,France,2521416.0
2021-03-24,France,2565246.0
2021-03-25,France,2609988.0
2021-03-26,France,2651873.0
2021-03-27,France,2668518.0
2021-03-28,France,2672249.0
2021-03-29,France,2726528.0
2021-03-30,France,2796195.0
2021-03-31,France,2869116.0
2021-04-01,France,2956913.0
2021-04-02,France,3049039.0
2021-04-03,France,3110885.0
2021-04-04,France,3129544.0
2021-04-05,France,3140544.0
2021-04-06,France,3248394.0
2021-04-07,France,3363839.0
2021-04-08,France,3485248.0
2021-04-09,France,3601724.0
2021-04-10,France,3684461.0
2021-04-11,France,3719048.0
2021-04-12,France,3834260.0
2021-04-13,France,3979209.0
2021-04-14,France,4118609.0
2021-04-15,France,4266460.0
2021-04-16,France,4412222.0
2021-04-17,France,4502468.0
2021-04-18,France,4537893.0
2021-04-19,France,4676254.0
2021-04-20,France,4846959.0
2021-04-21,France,5015749.0
2021-04-22,France,5203966.0
2021-04-23,France,5390058.0
2021-04-24,France,5503177.0
2021-04-25,France,5542165.0
2021-04-26,France,5701112.0
2021-04-27,France,5898044.0
2021-04-28,France,6091069.0
2021-04-29,France,6303123.0
2021-04-30,France,6507108.0
2021-05-01,France,6561579.0
2021-05-02,France,6599869.0
2021-05-03,France,6774489.0
2021-05-04,France,7007079.0
2021-05-05,France,7237656.0
2021-05-06,France,7488121.0
2021-05-07,France,7764412.0
2021-05-08,France,7833609.0
2021-05-09,France,7880997.0
2021-05-10,France,8117143.0
2021-05-11,France,8389492.0
2021-05-12,France,8632778.0
2021-05-13,France,8691166.0
2021-05-14,France,8866328.0
2021-05-15,France,8963985.0
2021-05-16,France,8985199.0
2021-05-17,France,9138730.0
2021-05-18,France,9300565.0
2021-05-19,France,9451510.0
2021-05-20,France,9621211.0
2021-05-21,France,9808398.0
2021-05-22,France,9893246.0
2021-05-23,France,9908135.0
2021-05-24,France,9942358.0
2021-05-25,France,10139158.0
2021-05-26,France,10334944.0
2021-05-27,France,10567824.0
2021-05-28,France,10853795.0
2021-05-29,France,11014461.0
2021-05-30,France,11047956.0
2021-05-31,France,11263982.0
2021-06-01,France,11535598.0
2021-06-02,France,11780816.0
2021-06-03,France,12058758.0
2021-06-04,France,12385891.0
2021-06-05,France,12584556.0
2021-06-06,France,12634631.0
2021-06-07,France,12906077.0
2021-06-08,France,13211791.0
2021-06-09,France,13499777.0
2021-06-10,France,13804376.0
2021-06-11,France,14178703.0
2021-06-12,France,14397500.0
2021-06-13,France,14472429.0
2021-06-14,France,14834904.0
2021-06-15,France,15231719.0
2021-06-16,France,15598266.0
2021-06-17,France,15981219.0
2021-06-18,France,16436258.0
2021-06-19,France,16715696.0
2021-06-20,France,16818948.0
2021-06-21,France,17225994.0
2021-06-22,France,17701090.0
2021-06-23,France,18147980.0
2021-06-24,France,18565793.0
2021-06-25,France,19098078.0
2021-06-26,France,19473566.0
2021-06-27,France,19630588.0
2021-06-28,France,20088471.0
2021-06-29,France,20600955.0
2021-06-30,France,21088597.0
2021-07-01,France,21554282.0
2021-07-02,France,22083976.0
2021-07-03,France,22457559.0
2021-07-04,France,22599503.0
2021-07-05,France,23023661.0
2021-07-06,France,23506264.0
2021-07-07,France,23952580.0
2021-07-08,France,24385768.0
2021-07-09,France,24905734.0
2021-07-10,France,25249975.0
2021-07-11,France,25360602.0
2021-07-12,France,25844535.0
2021-07-13,France,26386317.0
2021-07-14,France,26546252.0
2021-07-15,France,27066750.0
2021-07-16,France,27585466.0
2021-07-17,France,27915043.0
2021-07-18,France,28031332.0
2021-07-19,France,28469493.0
2021-07-20,France,28939674.0
2021-07-21,France,29363406.0
2021-07-22,France,29769781.0
2021-07-23,France,30212682.0
2021-07-24,France,30491671.0
2021-07-25,France,30573062.0
2021-07-26,France,30907431.0
2021-07-27,France,31242204.0
2021-07-28,France,31544798.0
2021-07-29,France,31835095.0
2021-07-30,France,32152884.0
2021-07-31,France,32344364.0
2021-08-01,France,32395155.0
2021-08-02,France,32636807.0
2021-08-03,France,32892203.0
2021-08-04,France,33111362.0
2021-08-05,France,33349085.0
2021-08-06,France,33630549.0
2021-08-07,France,33813706.0
2021-08-08,France,33877935.0
2021-08-09,France,34143410.0
2021-08-10,France,34430091.0
2021-08-11,France,34698089.0
2021-08-12,France,34984439.0
2021-08-13,France,35266798.0
2021-08-14,France,35468284.0
2021-08-15,France,35519100.0
2021-08-16,France,35841217.0
2021-08-17,France,36183368.0
2021-08-18,France,36512919.0
2021-08-19,France,36843416.0
2021-08-20,France,37213223.0
2021-08-21,France,37453328.0
2021-08-22,France,37540858.0
2021-08-23,France,37900419.0
2021-08-24,France,38280707.0
2021-08-25,France,38634538.0
2021-08-26,France,38980028.0
2021-08-27,France,39370488.0
2021-08-28,France,39621519.0
2021-08-29,France,39705044.0
2021-08-30,France,40031442.0
2021-08-31,France,40368296.0
2021-09-01,France,40655102.0
2021-09-02,France,40904302.0
2021-09-03,France,41198802.0
2021-09-04,France,41417520.0
2021-09-05,France,41462770.0
2021-09-06,France,41644841.0
2021-09-07,France,41827411.0
2021-09-08,France,42034620.0
2021-09-09,France,42200788.0
2021-09-10,France,42405221.0
2021-09-11,France,42574626.0
2021-09-12,France,42606844.0
2021-09-13,France,42734039.0
2021-09-14,France,42863862.0
2021-09-15,France,43032103.0
2021-09-16,France,43146890.0
2021-09-17,France,43303949.0
2021-09-18,France,43443564.0
2021-09-19,France,43467447.0
2021-09-20,France,43561445.0
2021-09-21,France,43660315.0
2021-09-22,France,43801656.0
2021-09-23,France,43892734.0
2020-12-27,Germany,9.0
2020-12-28,Germany,74.0
2020-12-29,Germany,727.0
2020-12-30,Germany,759.0
2020-12-31,Germany,846.0
2021-01-01,Germany,852.0
2021-01-02,Germany,929.0
2021-01-03,Germany,933.0
2021-01-04,Germany,984.0
2021-01-05,Germany,1071.0
2021-01-06,Germany,1159.0
2021-01-07,Germany,1180.0
2021-01-08,Germany,1283.0
2021-01-09,Germany,1427.0
2021-01-10,Germany,1541.0
2021-01-11,Germany,1595.0
2021-01-12,Germany,1659.0
2021-01-13,Germany,1861.0
2021-01-14,Germany,2074.0
2021-01-15,Germany,2992.0
2021-01-16,Germany,4215.0
2021-01-17,Germany,21178.0
2021-01-18,Germany,36695.0
2021-01-19,Germany,72509.0
2021-01-20,Germany,125943.0
2021-01-21,Germany,166630.0
2021-01-22,Germany,200045.0
2021-01-23,Germany,246348.0
2021-01-24,Germany,268342.0
2021-01-25,Germany,306859.0
2021-01-26,Germany,354288.0
2021-01-27,Germany,412485.0
2021-01-28,Germany,458003.0
2021-01-29,Germany,515653.0
2021-01-30,Germany,568894.0
2021-01-31,Germany,600207.0
2021-02-01,Germany,661896.0
2021-02-02,Germany,728946.0
2021-02-03,Germany,827070.0
2021-02-04,Germany,899288.0
2021-02-05,Germany,977211.0
2021-02-06,Germany,1025589.0
2021-02-07,Germany,1050802.0
2021-02-08,Germany,1107013.0
2021-02-09,Germany,1181035.0
2021-02-10,Germany,1258420.0
2021-02-11,Germany,1327026.0
2021-02-12,Germany,1402589.0
2021-02-13,Germany,1448233.0
2021-02-14,Germany,1473926.0
2021-02-15,Germany,1529376.0
2021-02-16,Germany,1585622.0
2021-02-17,Germany,1641880.0
2021-02-18,Germany,1695089.0
2021-02-19,Germany,1750870.0
2021-02-20,Germany,1787069.0
2021-02-21,Germany,1815273.0
2021-02-22,Germany,1873506.0
2021-02-23,Germany,1933922.0
2021-02-24,Germany,1993212.0
2021-02-25,Germany,2052402.0
2021-02-26,Germany,2119820.0
2021-02-27,Germany,2159519.0
2021-02-28,Germany,2183580.0
2021-03-01,Germany,2233478.0
2021-03-02,Germany,2285525.0
2021-03-03,Germany,2356151.0
2021-03-04,Germany,2419339.0
2021-03-05,Germany,2486629.0
2021-03-06,Germany,2535248.0
2021-03-07,Germany,2568667.0
2021-03-08,Germany,2620391.0
2021-03-09,Germany,2675213.0
2021-03-10,Germany,2742534.0
2021-03-11,Germany,2803375.0
2021-03-12,Germany,2874367.0
2021-03-13,Germany,2924637.0
2021-03-14,Germany,2960266.0
2021-03-15,Germany,3019435.0
2021-03-16,Germany,3087641.0
2021-03-17,Germany,3168568.0
2021-03-18,Germany,3244159.0
2021-03-19,Germany,3328607.0
2021-03-20,Germany,3381850.0
2021-03-21,Germany,3420077.0
2021-03-22,Germany,3496649.0
2021-03-23,Germany,3580885.0
2021-03-24,Germany,3670431.0
2021-03-25,Germany,3751668.0
2021-03-26,Germany,3840621.0
2021-03-27,Germany,3903028.0
2021-03-28,Germany,3956299.0
2021-03-29,Germany,4045179.0
2021-03-30,Germany,4138055.0
2021-03-31,Germany,4239914.0
2021-04-01,Germany,4331160.0
2021-04-02,Germany,4399248.0
2021-04-03,Germany,4463889.0
2021-04-04,Germany,4514358.0
2021-04-05,Germany,4584683.0
2021-04-06,Germany,4679563.0
2021-04-07,Germany,4776073.0
2021-04-08,Germany,4863948.0
2021-04-09,Germany,4953072.0
2021-04-10,Germany,5018207.0
2021-04-11,Germany,5068629.0
2021-04-12,Germany,5145092.0
2021-04-13,Germany,5218881.0
2021-04-14,Germany,5302228.0
2021-04-15,Germany,5372651.0
2021-04-16,Germany,5447003.0
2021-04-17,Germany,5503698.0
2021-04-18,Germany,5542778.0
2021-04-19,Germany,5604316.0
2021-04-20,Germany,5667223.0
2021-04-21,Germany,5740632.0
2021-04-22,Germany,5808018.0
2021-04-23,Germany,5877237.0
2021-04-24,Germany,5936389.0
2021-04-25,Germany,5985569.0
2021-04-26,Germany,6059751.0
2021-04-27,Germany,6151914.0
2021-04-28,Germany,6279285.0
2021-04-29,Germany,6413257.0
2021-04-30,Germany,6550828.0
2021-05-01,Germany,6627229.0
2021-05-02,Germany,6694699.0
2021-05-03,Germany,6811409.0
2021-05-04,Germany,6973392.0
2021-05-05,Germany,7206336.0
2021-05-06,Germany,7430693.0
2021-05-07,Germany,7669702.0
2021-05-08,Germany,7824042.0
2021-05-09,Germany,7926683.0
2021-05-10,Germany,8120653.0
2021-05-11,Germany,8409067.0
2021-05-12,Germany,8776472.0
2021-05-13,Germany,8937451.0
2021-05-14,Germany,9168084.0
2021-05-15,Germany,9333799.0
2021-05-16,Germany,9455523.0
2021-05-17,Germany,9661788.0
2021-05-18,Germany,10016593.0
2021-05-19,Germany,10551144.0
2021-05-20,Germany,11044672.0
2021-05-21,Germany,11490209.0
2021-05-22,Germany,11749344.0
2021-05-23,Germany,11909812.0
2021-05-24,Germany,12094807.0
2021-05-25,Germany,12478767.0
2021-05-26,Germany,13189258.0
2021-05-27,Germany,13826808.0
2021-05-28,Germany,14375193.0
2021-05-29,Germany,14633973.0
2021-05-30,Germany,14820018.0
2021-05-31,Germany,15188937.0
2021-06-01,Germany,15777959.0
2021-06-02,Germany,16510337.0
2021-06-03,Germany,16923172.0
2021-06-04,Germany,17443324.0
2021-06-05,Germany,17760126.0
2021-06-06,Germany,17993079.0
2021-06-07,Germany,18414456.0
2021-06-08,Germany,19127285.0
2021-06-09,Germany,20102734.0
2021-06-10,Germany,20889568.0
2021-06-11,Germany,21587963.0
2021-06-12,Germany,21899850.0
2021-06-13,Germany,22117971.0
2021-06-14,Germany,22558707.0
2021-06-15,Germany,23258644.0
2021-06-16,Germany,24175052.0
2021-06-17,Germany,24922775.0
2021-06-18,Germany,25570021.0
2021-06-19,Germany,25877791.0
2021-06-20,Germany,26104898.0
2021-06-21,Germany,26526575.0
2021-06-22,Germany,27228015.0
2021-06-23,Germany,28074732.0
2021-06-24,Germany,28621266.0
2021-06-25,Germany,29161545.0
2021-06-26,Germany,29434629.0
2021-06-27,Germany,29636643.0
2021-06-28,Germany,30022144.0
2021-06-29,Germany,30566167.0
2021-06-30,Germany,31137736.0
2021-07-01,Germany,31667543.0
2021-07-02,Germany,32134526.0
2021-07-03,Germany,32362637.0
2021-07-04,Germany,32542814.0
2021-07-05,Germany,32882781.0
2021-07-06,Germany,33391072.0
2021-07-07,Germany,34063936.0
2021-07-08,Germany,34649663.0
2021-07-09,Germany,35188504.0
2021-07-10,Germany,35436085.0
2021-07-11,Germany,35602771.0
2021-07-12,Germany,35920252.0
2021-07-13,Germany,36503050.0
2021-07-14,Germany,37276047.0
2021-07-15,Germany,37873669.0
2021-07-16,Germany,38382950.0
2021-07-17,Germany,38584020.0
2021-07-18,Germany,38724055.0
2021-07-19,Germany,39014559.0
2021-07-20,Germany,39497050.0
2021-07-21,Germany,40098843.0
2021-07-22,Germany,40600495.0
2021-07-23,Germany,41058323.0
2021-07-24,Germany,41216928.0
2021-07-25,Germany,41309116.0
2021-07-26,Germany,41576247.0
2021-07-27,Germany,42032386.0
2021-07-28,Germany,42601656.0
2021-07-29,Germany,43074908.0
2021-07-30,Germany,43478070.0
2021-07-31,Germany,43625487.0
2021-08-01,Germany,43711621.0
2021-08-02,Germany,43946644.0
2021-08-03,Germany,44332522.0
2021-08-04,Germany,44808177.0
2021-08-05,Germany,45240395.0
2021-08-06,Germany,45600355.0
2021-08-07,Germany,45744127.0
2021-08-08,Germany,45836480.0
2021-08-09,Germany,46079396.0
2021-08-10,Germany,46435467.0
2021-08-11,Germany,46873667.0
2021-08-12,Germany,47245995.0
2021-08-13,Germany,47574013.0
2021-08-14,Germany,47717967.0
2021-08-15,Germany,47805051.0
2021-08-16,Germany,48001506.0
2021-08-17,Germany,48264964.0
2021-08-18,Germany,48568874.0
2021-08-19,Germany,48800423.0
2021-08-20,Germany,49031725.0
2021-08-21,Germany,49128429.0
2021-08-22,Germany,49188083.0
2021-08-23,Germany,49342568.0
2021-08-24,Germany,49534616.0
2021-08-25,Germany,49753162.0
2021-08-26,Germany,49937896.0
2021-08-27,Germany,50094352.0
2021-08-28,Germany,50175145.0
2021-08-29,Germany,50228689.0
