year,BTC-USD,DOGE-USD,ETH-USD
2021-07-23,33581.55078125,0.19476400315761566,2124.776611328125
2021-07-24,34292.4453125,0.19731900095939636,2189.21875
2021-07-25,35350.1875,0.19786399602890015,2191.373779296875
2021-07-26,37337.53515625,0.20441900193691254,2233.36669921875
2021-07-27,39406.94140625,0.20589900016784668,2298.33349609375
2021-07-28,39995.90625,0.2053920030593872,2296.54541015625
2021-07-29,40008.421875,0.20461900532245636,2380.956787109375
2021-07-30,42235.546875,0.20882099866867065,2466.96142578125
2021-07-31,41626.1953125,0.20831400156021118,2536.2099609375
2021-08-01,39974.89453125,0.2044370025396347,2561.85205078125
2021-08-02,39201.9453125,0.20360000431537628,2610.1533203125
2021-08-03,38152.98046875,0.19596700370311737,2502.349609375
2021-08-04,39747.50390625,0.20148999989032745,2724.619873046875
2021-08-05,40869.5546875,0.2009740024805069,2827.328857421875
2021-08-06,42816.5,0.20468799769878387,2890.941650390625
2021-08-07,44555.80078125,0.26034098863601685,3157.23876953125
2021-08-08,43798.1171875,0.2400449961423874,3013.732666015625
2021-08-09,46365.40234375,0.2568970024585724,3167.856201171875
2021-08-10,45585.03125,0.2573249936103821,3141.691162109375
2021-08-11,45593.63671875,0.26526299118995667,3164.2451171875
2021-08-12,44428.2890625,0.26392099261283875,3043.414306640625
2021-08-13,47793.3203125,0.2868080139160156,3322.211669921875
2021-08-14,47096.9453125,0.29311299324035645,3265.443359375
2021-08-15,47047.00390625,0.34144100546836853,3310.504150390625
2021-08-16,46004.484375,0.3207150101661682,3156.509521484375
2021-08-17,44695.359375,0.29944199323654175,3014.845947265625
2021-08-18,44801.1875,0.3037390112876892,3020.08984375
2021-08-19,46717.578125,0.3171440064907074,3182.7021484375
2021-08-20,49339.17578125,0.32749098539352417,3286.935302734375
2021-08-21,48905.4921875,0.3167969882488251,3226.083984375
2021-08-22,49321.65234375,0.3149630129337311,3242.115478515625
2021-08-23,49546.1484375,0.3179140090942383,3319.25732421875
2021-08-24,47706.1171875,0.28873899579048157,3172.456298828125
2021-08-25,48960.7890625,0.29222598671913147,3224.915283203125
2021-08-26,46942.21875,0.2689090073108673,3100.325439453125
2021-08-27,49058.66796875,0.29443299770355225,3270.600830078125
2021-08-28,48902.40234375,0.285629004240036,3244.4033203125
2021-08-29,48829.83203125,0.281125009059906,3227.002685546875
2021-08-30,47054.984375,0.2721250057220459,3224.374267578125
2021-08-31,47166.6875,0.27845299243927,3433.732666015625
2021-09-01,48847.02734375,0.29440099000930786,3834.828125
2021-09-02,49327.72265625,0.29595500230789185,3790.989990234375
2021-09-03,50025.375,0.29627299308776855,3940.61474609375
2021-09-04,49944.625,0.29938799142837524,3887.828369140625
2021-09-05,51753.41015625,0.3145270049571991,3952.133544921875
2021-09-06,52633.53515625,0.3087649941444397,3928.37939453125
2021-09-07,46811.12890625,0.2537440061569214,3426.394287109375
2021-09-08,46091.390625,0.2571130096912384,3497.315185546875
2021-09-09,46391.421875,0.252595990896225,3427.340087890625
2021-09-10,44883.91015625,0.2399819940328598,3211.505859375
2021-09-11,45201.45703125,0.24143199622631073,3270.278076171875
2021-09-12,46063.26953125,0.25061699748039246,3410.134521484375
2021-09-13,44963.07421875,0.23590600490570068,3285.51171875
2021-09-14,47092.4921875,0.24070900678634644,3429.169677734375
2021-09-15,48176.34765625,0.24769699573516846,3615.28271484375
2021-09-16,47783.359375,0.24255500733852386,3571.294921875
2021-09-17,47267.51953125,0.23993000388145447,3398.538818359375
2021-09-18,48278.36328125,0.24138599634170532,3432.018310546875
2021-09-19,47260.21875,0.23314200341701508,3329.447998046875
2021-09-20,42843.80078125,0.20707100629806519,2958.993408203125
2021-09-21,40693.67578125,0.2010270059108734,2764.43115234375
2021-09-22,43574.5078125,0.22485800087451935,3077.867919921875
2021-09-23,44895.09765625,0.22483199834823608,3155.523681640625
2021-09-24,42839.75,0.20945100486278534,2931.669189453125
2021-09-25,42716.59375,0.208639994263649,2925.565673828125
2021-09-26,43208.5390625,0.20496200025081635,3062.265380859375
2021-09-27,42235.73046875,0.20026199519634247,2934.138916015625
2021-09-28,41833.34375,0.19990170001983643,2877.48974609375
