year,BTC-USD,DOGE-USD,ETH-USD
2021-01-01,29374.15234375,0.005685000214725733,730.3675537109375
2021-01-02,32127.267578125,0.010614999569952488,774.5349731445312
2021-01-03,32782.0234375,0.009770999662578106,975.5076904296875
2021-01-04,31971.9140625,0.009766999632120132,1040.2330322265625
2021-01-05,33992.4296875,0.009920000098645687,1100.006103515625
2021-01-06,36824.36328125,0.010464999824762344,1207.1121826171875
2021-01-07,39371.04296875,0.00974200014024973,1225.6781005859375
2021-01-08,40797.609375,0.009846000000834465,1224.1971435546875
2021-01-09,40254.546875,0.010193999856710434,1281.0772705078125
2021-01-10,38356.44140625,0.009859999641776085,1262.2467041015625
2021-01-11,35566.65625,0.008834999985992908,1090.1453857421875
2021-01-12,33922.9609375,0.008062999695539474,1043.4345703125
2021-01-13,37316.359375,0.008616000413894653,1130.7393798828125
2021-01-14,39187.328125,0.009397000074386597,1218.4530029296875
2021-01-15,36825.3671875,0.009368999861180782,1171.8345947265625
2021-01-16,36178.140625,0.009265000000596046,1233.53759765625
2021-01-17,35791.27734375,0.009066999889910221,1230.1722412109375
2021-01-18,36630.07421875,0.009170999750494957,1257.279541015625
2021-01-19,36069.8046875,0.009097999893128872,1377.2958984375
2021-01-20,35547.75,0.009060000069439411,1382.2740478515625
2021-01-21,30825.69921875,0.008166000247001648,1121.5709228515625
2021-01-22,33005.76171875,0.008523999713361263,1236.51220703125
2021-01-23,32067.642578125,0.008578999899327755,1230.9906005859375
2021-01-24,32289.37890625,0.008727000094950199,1391.609375
2021-01-25,32366.392578125,0.008383000269532204,1324.414794921875
2021-01-26,32569.849609375,0.008255000226199627,1357.05810546875
2021-01-27,30432.546875,0.007482000160962343,1253.1871337890625
2021-01-28,31649.60546875,0.012555000372231007,1298.101806640625
2021-01-29,34316.38671875,0.047162000089883804,1382.5228271484375
2021-01-30,34269.5234375,0.028176000341773033,1376.115478515625
2021-01-31,33114.359375,0.037195999175310135,1314.9862060546875
2021-02-01,33537.17578125,0.03487500175833702,1369.04052734375
2021-02-02,35510.2890625,0.03152000159025192,1515.1937255859375
2021-02-03,37472.08984375,0.03711999952793121,1660.9095458984375
2021-02-04,36926.06640625,0.05328899994492531,1594.7626953125
2021-02-05,38144.30859375,0.04693499952554703,1718.65087890625
2021-02-06,39266.01171875,0.05759499967098236,1677.8468017578125
2021-02-07,38903.44140625,0.07878199964761734,1614.227783203125
2021-02-08,46196.46484375,0.07882499694824219,1746.6168212890625
2021-02-09,46481.10546875,0.07006999850273132,1768.0350341796875
2021-02-10,44918.18359375,0.07289600372314453,1744.243408203125
2021-02-11,47909.33203125,0.0696759968996048,1783.7979736328125
2021-02-12,47504.8515625,0.07006900012493134,1843.5325927734375
2021-02-13,47105.515625,0.06644999980926514,1814.10986328125
2021-02-14,48717.2890625,0.06253699958324432,1805.0841064453125
2021-02-15,47945.05859375,0.05659100040793419,1779.791015625
2021-02-16,49199.87109375,0.05352000147104263,1781.0675048828125
2021-02-17,52149.0078125,0.049375999718904495,1848.458251953125
2021-02-18,51679.796875,0.0595409981906414,1937.44921875
2021-02-19,55888.1328125,0.055139001458883286,1960.164794921875
2021-02-20,56099.51953125,0.05438400059938431,1919.5340576171875
2021-02-21,57539.9453125,0.055980000644922256,1935.60107421875
2021-02-22,54207.3203125,0.053725000470876694,1781.992919921875
2021-02-23,48824.42578125,0.04739199951291084,1570.2039794921875
2021-02-24,49705.33203125,0.05655499920248985,1626.57568359375
2021-02-25,47093.8515625,0.05016700178384781,1475.7037353515625
2021-02-26,46339.76171875,0.05048000067472458,1446.03369140625
2021-02-27,46188.453125,0.05008300021290779,1459.97314453125
2021-02-28,45137.76953125,0.04805200174450874,1416.0489501953125
2021-03-01,49631.2421875,0.050599001348018646,1564.7076416015625
2021-03-02,48378.98828125,0.050262000411748886,1492.6087646484375
2021-03-03,50538.2421875,0.050592001527547836,1575.8531494140625
2021-03-04,48561.16796875,0.05004800111055374,1541.914306640625
2021-03-05,48927.3046875,0.049609001725912094,1533.2750244140625
2021-03-06,48912.3828125,0.05098399892449379,1654.7415771484375
2021-03-07,51206.69140625,0.052122000604867935,1723.15380859375
2021-03-08,52246.5234375,0.061948999762535095,1834.7279052734375
2021-03-09,54824.1171875,0.05799800157546997,1868.048828125
2021-03-10,56008.55078125,0.05600399896502495,1799.166259765625
2021-03-11,57805.12109375,0.055918000638484955,1826.1949462890625
2021-03-12,57332.08984375,0.05534899979829788,1772.1024169921875
2021-03-13,61243.0859375,0.062431998550891876,1924.6854248046875
2021-03-14,59302.31640625,0.05859199911355972,1854.5643310546875
2021-03-15,55907.19921875,0.05708799883723259,1791.7022705078125
2021-03-16,56804.90234375,0.05860700085759163,1806.9718017578125
2021-03-17,58870.89453125,0.057652998715639114,1823.4493408203125
2021-03-18,57858.921875,0.05738300085067749,1782.8551025390625
2021-03-19,58346.65234375,0.05832799896597862,1817.6241455078125
2021-03-20,58313.64453125,0.05896100029349327,1812.6346435546875
2021-03-21,57523.421875,0.05723400041460991,1788.217041015625
2021-03-22,54529.14453125,0.054962001740932465,1691.333984375
2021-03-23,54738.9453125,0.05355599895119667,1678.650146484375
2021-03-24,52774.265625,0.051702000200748444,1593.4134521484375
2021-03-25,51704.16015625,0.051447998732328415,1595.3592529296875
2021-03-26,55137.3125,0.05395200103521347,1702.842041015625
2021-03-27,55973.51171875,0.0543770007789135,1716.49462890625
2021-03-28,55950.74609375,0.05369799956679344,1691.35595703125
2021-03-29,57750.19921875,0.054051999002695084,1819.6849365234375
2021-03-30,58917.69140625,0.05389999970793724,1846.03369140625
2021-03-31,58918.83203125,0.05365699902176857,1918.362060546875
2021-04-01,59095.80859375,0.06198599934577942,1977.27685546875
2021-04-02,59384.3125,0.05766399949789047,2143.2255859375
2021-04-03,57603.890625,0.05580399930477142,2028.4224853515625
2021-04-04,58758.5546875,0.05740400031208992,2093.122802734375
2021-04-05,59057.87890625,0.059696000069379807,2107.88720703125
2021-04-06,58192.359375,0.06445799767971039,2118.37890625
2021-04-07,56048.9375,0.05902799963951111,1971.0772705078125
2021-04-08,58323.953125,0.06146400049328804,2088.57373046875
2021-04-09,58245.00390625,0.06168400123715401,2072.10888671875
2021-04-10,59793.234375,0.06384500116109848,2135.942138671875
2021-04-11,60204.96484375,0.07464899867773056,2157.656982421875
2021-04-12,59893.453125,0.07076700031757355,2139.353271484375
2021-04-13,63503.45703125,0.09344500303268433,2299.187744140625
2021-04-14,63109.6953125,0.12151700258255005,2435.10498046875
2021-04-15,63314.01171875,0.18220700323581696,2519.1162109375
2021-04-16,61572.7890625,0.36586999893188477,2431.946533203125
2021-04-17,60683.8203125,0.28417301177978516,2344.89501953125
2021-04-18,56216.18359375,0.3204750120639801,2237.136962890625
2021-04-19,55724.265625,0.40731799602508545,2166.188720703125
2021-04-20,56473.03125,0.31949999928474426,2330.2109375
2021-04-21,53906.08984375,0.3069249987602234,2364.751708984375
2021-04-22,51762.2734375,0.2609669864177704,2403.53515625
2021-04-23,51093.65234375,0.2485090047121048,2363.586181640625
2021-04-24,50050.8671875,0.27021199464797974,2211.625732421875
2021-04-25,49004.25390625,0.2511110007762909,2316.0595703125
2021-04-26,54021.75390625,0.2706739902496338,2534.481689453125
2021-04-27,55033.1171875,0.2721880078315735,2662.865234375
2021-04-28,54824.703125,0.3236820101737976,2746.380126953125
2021-04-29,53555.109375,0.3051689863204956,2756.876953125
2021-04-30,57750.17578125,0.3375610113143921,2773.20703125
2021-05-01,57828.05078125,0.3929870128631592,2945.892822265625
2021-05-02,56631.078125,0.37604600191116333,2952.05615234375
2021-05-03,57200.29296875,0.44170698523521423,3431.086181640625
2021-05-04,53333.5390625,0.5413339734077454,3253.62939453125
2021-05-05,57424.0078125,0.6576330065727234,3522.783203125
2021-05-06,56396.515625,0.5808039903640747,3490.88037109375
2021-05-07,57356.40234375,0.684777021408081,3484.72900390625
2021-05-08,58803.77734375,0.6364390254020691,3902.647705078125
2021-05-09,58232.31640625,0.5700700283050537,3928.8447265625
2021-05-10,55859.796875,0.4499639868736267,3952.2939453125
2021-05-11,56704.57421875,0.4952310025691986,4168.701171875
2021-05-12,49150.53515625,0.3853760063648224,3785.8486328125
2021-05-13,49716.19140625,0.49037399888038635,3715.1484375
2021-05-14,49880.53515625,0.5596039891242981,4079.057373046875
2021-05-15,46760.1875,0.507972002029419,3638.1220703125
2021-05-16,46456.05859375,0.5148950219154358,3587.506103515625
2021-05-17,43537.51171875,0.4878920018672943,3282.397705078125
2021-05-18,42909.40234375,0.47611498832702637,3380.070068359375
2021-05-19,37002.44140625,0.33312299847602844,2460.67919921875
2021-05-20,40782.73828125,0.400193989276886,2784.294189453125
2021-05-21,37304.69140625,0.3593820035457611,2430.621337890625
2021-05-22,37536.6328125,0.34237098693847656,2295.70556640625
2021-05-23,34770.58203125,0.30807098746299744,2109.579833984375
2021-05-24,38705.98046875,0.3661620020866394,2643.591064453125
2021-05-25,38402.22265625,0.34630200266838074,2706.62890625
2021-05-26,39294.19921875,0.35369300842285156,2888.69873046875
2021-05-27,38436.96875,0.33294498920440674,2736.488525390625
2021-05-28,35697.60546875,0.3112049996852875,2419.90625
2021-05-29,34616.06640625,0.3031100034713745,2279.51416015625
2021-05-30,35678.12890625,0.3022240102291107,2390.305419921875
2021-05-31,37332.85546875,0.3258099853992462,2714.9453125
2021-06-01,36684.92578125,0.3700770139694214,2633.518310546875
2021-06-02,37575.1796875,0.4233739972114563,2706.125
2021-06-03,39208.765625,0.39996299147605896,2855.12646484375
2021-06-04,36894.40625,0.37632301449775696,2688.195068359375
2021-06-05,35551.95703125,0.37217700481414795,2630.576904296875
2021-06-06,35862.37890625,0.3718070089817047,2715.0927734375
2021-06-07,33560.70703125,0.33105000853538513,2590.26318359375
2021-06-08,33472.6328125,0.32768699526786804,2517.438720703125
2021-06-09,37345.12109375,0.3433310091495514,2608.26708984375
2021-06-10,36702.59765625,0.32635098695755005,2471.5185546875
2021-06-11,37334.3984375,0.3193590044975281,2353.768798828125
2021-06-12,35552.515625,0.31208398938179016,2372.484375
2021-06-13,39097.859375,0.3243820071220398,2508.3916015625
2021-06-14,40218.4765625,0.3320850133895874,2537.89111328125
2021-06-15,40406.26953125,0.3283810019493103,2610.936767578125
2021-06-16,38347.0625,0.307761013507843,2367.66357421875
2021-06-17,38053.50390625,0.3064959943294525,2372.001953125
2021-06-18,35787.24609375,0.2934719920158386,2231.733154296875
2021-06-19,35615.87109375,0.2873559892177582,2178.4990234375
2021-06-20,35698.296875,0.2809000015258789,2246.364501953125
2021-06-21,31676.693359375,0.17869099974632263,1888.447509765625
2021-06-22,32505.66015625,0.19103099405765533,1874.9500732421875
2021-06-23,33723.02734375,0.23217399418354034,1989.736328125
2021-06-24,34662.4375,0.2627820074558258,1988.456298828125
2021-06-25,31637.779296875,0.23915299773216248,1813.21728515625
2021-06-26,32186.27734375,0.24478399753570557,1829.2392578125
2021-06-27,34649.64453125,0.2644500136375427,1978.8946533203125
2021-06-28,34434.3359375,0.2568570077419281,2079.657470703125
2021-06-29,35867.77734375,0.26276901364326477,2160.768310546875
2021-06-30,35040.8359375,0.2542150020599365,2274.547607421875
2021-07-01,33572.1171875,0.2445490062236786,2113.60546875
2021-07-02,33897.046875,0.2452639937400818,2150.040283203125
2021-07-03,34668.546875,0.24641099572181702,2226.1142578125
2021-07-04,35287.78125,0.2464829981327057,2321.72412109375
2021-07-05,33746.00390625,0.23161399364471436,2198.58251953125
2021-07-06,34235.1953125,0.2344219982624054,2324.679443359375
2021-07-07,33855.328125,0.22412599623203278,2315.161865234375
2021-07-08,32877.37109375,0.20759700238704681,2120.0263671875
2021-07-09,33798.01171875,0.21986399590969086,2146.6923828125
2021-07-10,33520.51953125,0.213919997215271,2111.403564453125
2021-07-11,34240.1875,0.21585600078105927,2139.664794921875
2021-07-12,33155.84765625,0.2080480009317398,2036.7210693359375
2021-07-13,32702.025390625,0.2000029981136322,1940.083984375
2021-07-14,32822.34765625,0.1973239928483963,1994.331298828125
2021-07-15,31780.73046875,0.18488800525665283,1911.1756591796875
2021-07-16,31421.5390625,0.17234499752521515,1880.3829345703125
2021-07-17,31533.068359375,0.1861249953508377,1898.8251953125
2021-07-18,31796.810546875,0.18223300576210022,1895.5521240234375
2021-07-19,30817.83203125,0.17355599999427795,1817.296630859375
2021-07-20,29807.34765625,0.17080099880695343,1787.5107421875
2021-07-21,32110.693359375,0.19034899771213531,1990.9708251953125
2021-07-22,32313.10546875,0.19130299985408783,2025.2027587890625
